county_code,risk_score_error
01073,1.2942530068485552
01083,0.7033522544993325
01089,1.0599839736278855
01097,1.0952517483493476
01101,0.960633974709507
01117,1.1334931323208426
01125,1.2310300551826039
02020,0.836160149762102
04013,1.290123197952812
04019,1.0929058925396904
04027,1.2011944409373398
05007,0.5693009745249062
05031,1.6388887120481208
05119,0.8350963147472799
05131,0.9650153551726957
05143,2.245371663166449
06001,1.4028616686833653
06007,2.1166342230910535
06013,1.7423505002250441
06019,1.8547023878108104
06029,1.6927467275419532
06037,1.508484405084955
06047,1.6481968731850474
06053,1.1386749534831662
06055,1.809412206509106
06059,1.2697231222667988
06061,1.1098549988197883
06065,1.4404886999683881
06067,1.0525632842000991
06071,1.3081759489169484
06073,1.454813096470758
06075,1.911209244051404
06077,2.078292428526872
06081,1.8975919037601372
06083,1.185460073438334
06085,1.6774951160545857
06089,0.6540486888382433
06095,1.0447742996093856
06097,2.027053605708346
06099,1.9151135800005814
06107,1.778491948071674
06111,1.536538352067053
08001,1.0060676704429974
08005,1.5766346886073483
08013,1.0983596545417413
08031,1.587119359927419
08035,0.22518779086119167
08041,1.4562027725229063
08059,1.4712872026149846
08069,1.5126578098298482
08101,1.7984975075932979
08123,2.0602756516611893
09001,1.2646109011072295
09003,0.871729973610804
09009,0.7866757876158449
10003,0.9755658383117249
11001,1.2001150741651507
12001,1.8096451770442392
12009,1.0670917420257482
12011,1.475609454287506
12031,1.192777076162739
12035,1.0785780307907198
12057,1.8783865222810312
12071,1.8169971905430011
12073,1.5637428655488257
12086,1.4045711521264068
12095,1.7015519198164937
12099,1.4768318962601636
12103,1.928736770541009
12105,0.7547348611788429
12111,1.0768095752688525
12127,1.3167645984887753
13021,1.5210937228392298
13051,0.9336594718346996
13059,0.9450153426219259
13089,0.7319082195775534
13095,0.9472816828459522
13121,1.0718295561443223
13153,0.4792168414539328
13169,0.5726080258093837
13215,1.7974968425362843
13225,1.0019666740186537
13245,0.6762577983008172
15003,1.7569868393442793
16001,1.9448331964404284
16027,1.8524112676748878
17019,0.7844462688189121
17031,1.0649394491682462
17043,0.9148142699294622
17089,1.1519340551775803
17093,1.0699210971232382
17097,0.7216224107716548
17113,0.7073814083979736
17115,1.3460694688808708
17143,0.9962776664446992
17167,0.9678384772330861
17197,1.1007288886040654
17201,1.171112465782247
18003,0.7820767630762046
18035,0.703712951323797
18057,0.8911861883017309
18089,0.8943152585601615
18097,1.0870328076382036
18105,1.5099802008768108
18141,1.1627275759410083
18157,1.0082777249331443
18163,1.0051478053055456
19013,1.3618765543792513
19103,1.3665306157647017
19113,1.7260190173650276
19153,1.2512975609190318
19163,1.5513171049065113
19193,1.295001543948601
20045,2.135282083713031
20091,0.8771465726923285
20173,0.9783231371803934
20177,1.7137473994919075
20209,1.7262341309408424
21067,1.1268537109444763
21111,1.2391396115529612
22015,1.314241293737253
22017,1.2722580986435708
22019,1.2065636785080518
22033,1.1471395938180489
22051,1.2509912806892782
22055,0.9076457803772877
22071,0.9914001526229168
23005,0.808752891560696
24510,1.0436767931679187
25005,0.7555009858407812
25009,0.5076326948269507
25013,1.970505462773615
25017,0.9938983291907713
25021,1.046763060918229
25023,0.6352105232624247
25025,0.8776191891206928
25027,1.3602110986158222
26045,0.5795370982256003
26049,1.371383432132829
26065,1.1190916702796414
26077,1.0996529532538402
26081,1.250989219978788
26099,1.3821335589936175
26125,1.0905197683742573
26161,0.993777514866052
26163,1.3087170327835418
27053,1.3666172218617554
27109,0.63486782283098
27123,1.3853150145058224
27137,2.3821661320691687
28047,0.808497758866528
28049,0.8745827582649807
28089,0.9640212445358003
29019,1.101557800041733
29021,1.683188534298566
29037,0.7334115668388191
29047,0.8340673987352707
29077,1.2293727002476564
29095,1.1301081825327393
29165,0.5976998269541616
29183,0.908164730902133
29510,1.1821400455338122
30063,2.0188794287058314
30111,1.5110631076687489
31055,1.0669368942936792
31109,0.9378657350226457
32003,1.2275371510960607
32031,1.0314434252927034
33011,1.4061125186996475
34007,1.1097112458106146
34013,0.5500003916676416
34017,1.073185457127016
34021,0.6311973357492425
34031,0.7485035443703855
34039,2.014464591306939
35001,0.9049926090563396
35013,0.7882318134608703
35043,0.812114365578067
35049,0.7095775679810898
36001,1.1172698471759692
36005,0.9082222092107983
36029,1.0737400301214948
36047,1.4270587371535801
36055,1.070499063457886
36061,1.815843190648654
36067,1.8358669176098024
36081,1.2441223157321892
36085,1.1183023015735039
36093,1.3674822279568521
36119,1.4461572706838806
37021,0.5643514191785036
37025,2.03010910192945
37037,1.6276364602807156
37051,0.5991374631257681
37057,0.985083873716885
37063,1.2587311874305374
37067,0.7832688276004828
37071,1.028740314202407
37081,1.5869558034474174
37119,1.4049325864722286
37129,0.5725815648024827
37133,1.5887317160717946
37147,1.0363695255520704
37183,0.899145203912333
38017,1.1255753170885368
39035,0.9748476369758682
39041,0.4750129789002635
39045,0.18436987934650872
39049,0.9327267787390825
39061,1.0234657261801197
39095,0.8796557018862927
39099,1.2765374334644577
39113,0.9992922055523009
39151,1.5069689854161692
39153,0.7424497832772082
40017,1.0053442829882566
40027,0.7073631169355693
40031,0.8314070813589861
40109,1.1232979749861733
40113,2.520560630935094
40125,1.8097144160283563
40143,1.1609324456392738
40145,1.3334402282979008
41005,1.4823184327853376
41017,1.6738473765255273
41029,1.1898334302313311
41039,1.47694753035659
41047,1.1711588759973015
41051,1.2537346814331027
41053,1.5076113877652508
41067,1.7110406778578346
42003,0.8511440449437485
42011,1.734671149502972
42049,1.3941678396420494
42069,1.4021373830592532
42077,1.1102472670563903
42095,0.9301157446076178
42101,0.8939336668162945
44003,0.6638488752230766
44007,1.0762360122704469
45015,1.4772203079235442
45019,1.226163788730296
45035,0.465326231191883
45063,1.001003220649162
45079,1.341977515209609
45091,1.1341309483282678
46083,1.5560973905467474
46099,1.6018569116369044
46103,1.0514337775949674
47037,1.0231828039824225
47065,0.8482359817757876
47093,1.3085052046605312
47125,0.9124576695539669
47149,1.020438798225079
47157,1.091968755782435
48027,0.8354290720972165
48029,1.277643430444806
48039,0.487341533465921
48041,1.8208290543979346
48061,1.2376424880934118
48071,0.1920071105646901
48085,1.212581902069998
48113,1.1935321640110763
48121,1.1100181192360972
48135,1.1172733629143006
48141,1.283663613009587
48157,0.5497551401808983
48167,1.4722199089111876
48183,0.8899405843935257
48201,1.1557297131011794
48203,2.260308961629125
48215,1.2515864303911641
48245,0.7560587760436178
48253,0.1956926705704234
48257,0.19406342752568406
48303,1.2719075099022052
48309,1.001531308014857
48329,0.9929072353338867
48339,0.4000066219535743
48355,1.1850225134489527
48375,1.4618644126148388
48381,0.7251875231856413
48423,0.7742469790331133
48439,1.0117378187616772
48441,0.5484500657629565
48451,1.1524180702288003
48453,1.3271934416662763
48479,0.8874412176099035
48485,1.3913819565038499
48491,0.9269901946953883
49011,1.5964073584167335
49035,1.3801149442647864
49049,1.7473419397343235
49053,1.0712309382241918
49057,1.1532055523729483
50007,1.3450743073225184
51510,1.236698061484929
51550,1.3949304457973313
51650,0.9489755665231203
51680,1.0309421483555241
51700,1.0040522077879692
51710,0.8817533963600058
51740,0.8421713297929763
51760,1.0866990141382622
51770,0.7517672398946452
51800,1.315342838357467
51810,1.436228940986032
53005,1.6699717162024248
53011,1.4926651198140024
53033,1.6246946570873846
53053,1.2927517350804694
53061,2.0833539528730545
53063,1.01304650289892
53073,1.1528644477098258
53077,1.310603115936413
54039,1.5758019646911714
55009,1.0822252299245798
55015,0.6747646997695256
55025,1.3061398227250853
55059,1.9067307644256988
55079,0.9120894151898112
55087,1.1068419334038258
55101,1.279205504424899
55133,0.9620013449837312
55139,1.038237483110514
56021,1.4621589815097422
